student_id,student_name,class_name,section,date,status
S1001,Learner 2,7,B,2026-07-29,Present
S1001,Learner 2,7,B,2026-07-30,Present
S1001,Learner 2,7,B,2026-07-31,Present
S1001,Learner 2,7,B,2026-08-03,Unexplained Absence
S1001,Learner 2,7,B,2026-08-04,Present
S1001,Learner 2,7,B,2026-08-05,Present
S1001,Learner 2,7,B,2026-08-06,Unexplained Absence
S1001,Learner 2,7,B,2026-08-07,Present
S1001,Learner 2,7,B,2026-08-10,Present
S1001,Learner 2,7,B,2026-08-11,Absent
S1001,Learner 2,7,B,2026-08-12,Unexplained Absence
S1001,Learner 2,7,B,2026-08-13,Present
S1001,Learner 2,7,B,2026-08-14,Present
S1001,Learner 2,7,B,2026-08-17,Absent
S1001,Learner 2,7,B,2026-08-18,Present
S1001,Learner 2,7,B,2026-08-19,Present
S1001,Learner 2,7,B,2026-08-20,Present
S1001,Learner 2,7,B,2026-08-21,Present
S1001,Learner 2,7,B,2026-08-24,Present
S1002,Learner 3,8,C,2026-06-26,Present
S1002,Learner 3,8,C,2026-06-29,Present
S1002,Learner 3,8,C,2026-06-30,Present
S1002,Learner 3,8,C,2026-07-01,Present
S1002,Learner 3,8,C,2026-07-02,Present
S1002,Learner 3,8,C,2026-07-03,Present
S1002,Learner 3,8,C,2026-07-06,Absent
S1002,Learner 3,8,C,2026-07-07,Present
S1002,Learner 3,8,C,2026-07-08,Present
S1002,Learner 3,8,C,2026-07-09,Present
S1002,Learner 3,8,C,2026-07-10,Present
S1002,Learner 3,8,C,2026-07-13,Absent
S1002,Learner 3,8,C,2026-07-14,Absent
S1002,Learner 3,8,C,2026-07-15,Present
S1002,Learner 3,8,C,2026-07-16,Present
S1002,Learner 3,8,C,2026-07-17,Present
S1002,Learner 3,8,C,2026-07-20,Present
S1002,Learner 3,8,C,2026-07-21,Present
S1002,Learner 3,8,C,2026-07-22,Present
S1002,Learner 3,8,C,2026-07-23,Present
S1002,Learner 3,8,C,2026-07-24,Present
S1002,Learner 3,8,C,2026-07-27,Present
S1002,Learner 3,8,C,2026-07-28,Present
S1002,Learner 3,8,C,2026-07-29,Present
S1002,Learner 3,8,C,2026-07-30,Present
S1002,Learner 3,8,C,2026-07-31,Present
S1002,Learner 3,8,C,2026-08-03,Present
S1002,Learner 3,8,C,2026-08-04,Present
S1002,Learner 3,8,C,2026-08-05,Absent
S1002,Learner 3,8,C,2026-08-06,Present
S1002,Learner 3,8,C,2026-08-07,Present
S1002,Learner 3,8,C,2026-08-10,Present
S1002,Learner 3,8,C,2026-08-11,Present
S1002,Learner 3,8,C,2026-08-12,Present
S1002,Learner 3,8,C,2026-08-13,Absent
S1002,Learner 3,8,C,2026-08-14,Present
S1002,Learner 3,8,C,2026-08-17,Present
S1002,Learner 3,8,C,2026-08-18,Present
S1002,Learner 3,8,C,2026-08-19,Present
S1002,Learner 3,8,C,2026-08-20,Present
S1002,Learner 3,8,C,2026-08-21,Present
S1002,Learner 3,8,C,2026-08-24,Unexplained Absence
S1003,Learner 4,6,A,2026-06-26,Present
S1003,Learner 4,6,A,2026-06-29,Absent
S1003,Learner 4,6,A,2026-06-30,Present
S1003,Learner 4,6,A,2026-07-01,Present
S1003,Learner 4,6,A,2026-07-02,Present
S1003,Learner 4,6,A,2026-07-03,Present
S1003,Learner 4,6,A,2026-07-06,Absent
S1003,Learner 4,6,A,2026-07-07,Present
S1003,Learner 4,6,A,2026-07-08,Present
S1003,Learner 4,6,A,2026-07-09,Present
S1003,Learner 4,6,A,2026-07-10,Present
S1003,Learner 4,6,A,2026-07-13,Present
S1003,Learner 4,6,A,2026-07-14,Present
S1003,Learner 4,6,A,2026-07-15,Present
S1003,Learner 4,6,A,2026-07-16,Present
S1003,Learner 4,6,A,2026-07-17,Present
S1003,Learner 4,6,A,2026-07-20,Present
S1003,Learner 4,6,A,2026-07-21,Absent
S1003,Learner 4,6,A,2026-07-22,Present
S1003,Learner 4,6,A,2026-07-23,Present
S1003,Learner 4,6,A,2026-07-24,Present
S1003,Learner 4,6,A,2026-07-27,Present
S1003,Learner 4,6,A,2026-07-28,Present
S1003,Learner 4,6,A,2026-07-29,Present
S1003,Learner 4,6,A,2026-07-30,Present
S1003,Learner 4,6,A,2026-07-31,Present
S1003,Learner 4,6,A,2026-08-03,Present
S1003,Learner 4,6,A,2026-08-04,Present
S1003,Learner 4,6,A,2026-08-05,Present
S1003,Learner 4,6,A,2026-08-06,Absent
S1003,Learner 4,6,A,2026-08-07,Absent
S1003,Learner 4,6,A,2026-08-10,Absent
S1003,Learner 4,6,A,2026-08-11,Present
S1003,Learner 4,6,A,2026-08-12,Present
S1003,Learner 4,6,A,2026-08-13,Present
S1003,Learner 4,6,A,2026-08-14,Present
S1003,Learner 4,6,A,2026-08-17,Present
S1003,Learner 4,6,A,2026-08-18,Absent
S1003,Learner 4,6,A,2026-08-19,Present
S1003,Learner 4,6,A,2026-08-20,Present
S1003,Learner 4,6,A,2026-08-21,Unexplained Absence
S1003,Learner 4,6,A,2026-08-24,Present
S1004,Learner 5,7,B,2026-06-26,Present
S1004,Learner 5,7,B,2026-06-29,Present
S1004,Learner 5,7,B,2026-06-30,Present
S1004,Learner 5,7,B,2026-07-01,Present
S1004,Learner 5,7,B,2026-07-02,Present
S1004,Learner 5,7,B,2026-07-03,Present
S1004,Learner 5,7,B,2026-07-06,Present
S1004,Learner 5,7,B,2026-07-07,Present
S1004,Learner 5,7,B,2026-07-08,Absent
S1004,Learner 5,7,B,2026-07-09,Present
S1004,Learner 5,7,B,2026-07-10,Absent
S1004,Learner 5,7,B,2026-07-13,Present
S1004,Learner 5,7,B,2026-07-14,Present
S1004,Learner 5,7,B,2026-07-15,Present
S1004,Learner 5,7,B,2026-07-16,Present
S1004,Learner 5,7,B,2026-07-17,Present
S1004,Learner 5,7,B,2026-07-20,Present
S1004,Learner 5,7,B,2026-07-21,Present
S1004,Learner 5,7,B,2026-07-22,Absent
S1004,Learner 5,7,B,2026-07-23,Present
S1004,Learner 5,7,B,2026-07-24,Present
S1004,Learner 5,7,B,2026-07-27,Present
S1004,Learner 5,7,B,2026-07-28,Present
S1004,Learner 5,7,B,2026-07-29,Absent
S1004,Learner 5,7,B,2026-07-30,Present
S1004,Learner 5,7,B,2026-07-31,Present
S1004,Learner 5,7,B,2026-08-03,Present
S1004,Learner 5,7,B,2026-08-04,Present
S1004,Learner 5,7,B,2026-08-05,Present
S1004,Learner 5,7,B,2026-08-06,Present
S1004,Learner 5,7,B,2026-08-07,Present
S1004,Learner 5,7,B,2026-08-10,Present
S1004,Learner 5,7,B,2026-08-11,Present
S1004,Learner 5,7,B,2026-08-12,Present
S1004,Learner 5,7,B,2026-08-13,Present
S1004,Learner 5,7,B,2026-08-14,Present
S1004,Learner 5,7,B,2026-08-17,Present
S1004,Learner 5,7,B,2026-08-18,Present
S1004,Learner 5,7,B,2026-08-19,Present
S1004,Learner 5,7,B,2026-08-20,Present
S1004,Learner 5,7,B,2026-08-21,Present
S1004,Learner 5,7,B,2026-08-24,Present
S1005,Learner 6,8,C,2026-06-26,Present
S1005,Learner 6,8,C,2026-06-29,Present
S1005,Learner 6,8,C,2026-06-30,Present
S1005,Learner 6,8,C,2026-07-01,Present
S1005,Learner 6,8,C,2026-07-02,Present
S1005,Learner 6,8,C,2026-07-03,Present
S1005,Learner 6,8,C,2026-07-06,Present
S1005,Learner 6,8,C,2026-07-07,Present
S1005,Learner 6,8,C,2026-07-08,Present
S1005,Learner 6,8,C,2026-07-09,Present
S1005,Learner 6,8,C,2026-07-10,Present
S1005,Learner 6,8,C,2026-07-13,Present
S1005,Learner 6,8,C,2026-07-14,Present
S1005,Learner 6,8,C,2026-07-15,Present
S1005,Learner 6,8,C,2026-07-16,Present
S1005,Learner 6,8,C,2026-07-17,Present
S1005,Learner 6,8,C,2026-07-20,Present
S1005,Learner 6,8,C,2026-07-21,Present
S1005,Learner 6,8,C,2026-07-22,Present
S1005,Learner 6,8,C,2026-07-23,Present
S1005,Learner 6,8,C,2026-07-24,Present
S1005,Learner 6,8,C,2026-07-27,Present
S1005,Learner 6,8,C,2026-07-28,Present
S1005,Learner 6,8,C,2026-07-29,Present
S1005,Learner 6,8,C,2026-07-30,Present
S1005,Learner 6,8,C,2026-07-31,Present
S1005,Learner 6,8,C,2026-08-03,Present
S1005,Learner 6,8,C,2026-08-04,Present
S1005,Learner 6,8,C,2026-08-05,Present
S1005,Learner 6,8,C,2026-08-06,Present
S1005,Learner 6,8,C,2026-08-07,Present
S1005,Learner 6,8,C,2026-08-10,Present
S1005,Learner 6,8,C,2026-08-11,Present
S1005,Learner 6,8,C,2026-08-12,Present
S1005,Learner 6,8,C,2026-08-13,Present
S1005,Learner 6,8,C,2026-08-14,Absent
S1005,Learner 6,8,C,2026-08-17,Present
S1005,Learner 6,8,C,2026-08-18,Unexplained Absence
S1005,Learner 6,8,C,2026-08-19,Present
S1005,Learner 6,8,C,2026-08-20,Absent
S1005,Learner 6,8,C,2026-08-21,Present
S1005,Learner 6,8,C,2026-08-24,Present
S1006,Learner 7,6,A,2026-06-26,Present
S1006,Learner 7,6,A,2026-06-29,Present
S1006,Learner 7,6,A,2026-06-30,Present
S1006,Learner 7,6,A,2026-07-01,Present
S1006,Learner 7,6,A,2026-07-02,Present
S1006,Learner 7,6,A,2026-07-03,Present
S1006,Learner 7,6,A,2026-07-06,Present
S1006,Learner 7,6,A,2026-07-07,Present
S1006,Learner 7,6,A,2026-07-08,Present
S1006,Learner 7,6,A,2026-07-09,Present
S1006,Learner 7,6,A,2026-07-10,Present
S1006,Learner 7,6,A,2026-07-13,Present
S1006,Learner 7,6,A,2026-07-14,Unexplained Absence
S1006,Learner 7,6,A,2026-07-15,Absent
S1006,Learner 7,6,A,2026-07-16,Present
S1006,Learner 7,6,A,2026-07-17,Absent
S1006,Learner 7,6,A,2026-07-20,Present
S1006,Learner 7,6,A,2026-07-21,Present
S1006,Learner 7,6,A,2026-07-22,Present
S1006,Learner 7,6,A,2026-07-23,Present
S1006,Learner 7,6,A,2026-07-24,Present
S1006,Learner 7,6,A,2026-07-27,Present
S1006,Learner 7,6,A,2026-07-28,Present
S1006,Learner 7,6,A,2026-07-29,Present
S1006,Learner 7,6,A,2026-07-30,Present
S1006,Learner 7,6,A,2026-07-31,Present
S1006,Learner 7,6,A,2026-08-03,Present
S1006,Learner 7,6,A,2026-08-04,Present
S1006,Learner 7,6,A,2026-08-05,Present
S1006,Learner 7,6,A,2026-08-06,Present
S1006,Learner 7,6,A,2026-08-07,Present
S1006,Learner 7,6,A,2026-08-10,Absent
S1006,Learner 7,6,A,2026-08-11,Unexplained Absence
S1006,Learner 7,6,A,2026-08-12,Present
S1006,Learner 7,6,A,2026-08-13,Present
S1006,Learner 7,6,A,2026-08-14,Present
S1006,Learner 7,6,A,2026-08-17,Present
S1006,Learner 7,6,A,2026-08-18,Present
S1006,Learner 7,6,A,2026-08-19,Present
S1006,Learner 7,6,A,2026-08-20,Present
S1006,Learner 7,6,A,2026-08-21,Present
S1006,Learner 7,6,A,2026-08-24,Present
S1007,Learner 8,7,B,2026-06-26,Present
S1007,Learner 8,7,B,2026-06-29,Present
S1007,Learner 8,7,B,2026-06-30,Present
S1007,Learner 8,7,B,2026-07-01,Present
S1007,Learner 8,7,B,2026-07-02,Present
S1007,Learner 8,7,B,2026-07-03,Present
S1007,Learner 8,7,B,2026-07-06,Present
S1007,Learner 8,7,B,2026-07-07,Present
S1007,Learner 8,7,B,2026-07-08,Present
S1007,Learner 8,7,B,2026-07-09,Present
S1007,Learner 8,7,B,2026-07-10,Present
S1007,Learner 8,7,B,2026-07-13,Present
S1007,Learner 8,7,B,2026-07-14,Present
S1007,Learner 8,7,B,2026-07-15,Present
S1007,Learner 8,7,B,2026-07-16,Present
S1007,Learner 8,7,B,2026-07-17,Present
S1007,Learner 8,7,B,2026-07-20,Present
S1007,Learner 8,7,B,2026-07-21,Present
S1007,Learner 8,7,B,2026-07-22,Present
S1007,Learner 8,7,B,2026-07-23,Present
S1007,Learner 8,7,B,2026-07-24,Present
S1007,Learner 8,7,B,2026-07-27,Present
S1007,Learner 8,7,B,2026-07-28,Present
S1007,Learner 8,7,B,2026-07-29,Present
S1007,Learner 8,7,B,2026-07-30,Present
S1007,Learner 8,7,B,2026-07-31,Present
S1007,Learner 8,7,B,2026-08-03,Present
S1007,Learner 8,7,B,2026-08-04,Present
S1007,Learner 8,7,B,2026-08-05,Present
S1007,Learner 8,7,B,2026-08-06,Present
S1007,Learner 8,7,B,2026-08-07,Present
S1007,Learner 8,7,B,2026-08-10,Present
S1007,Learner 8,7,B,2026-08-11,Present
S1007,Learner 8,7,B,2026-08-12,Present
S1007,Learner 8,7,B,2026-08-13,Present
S1007,Learner 8,7,B,2026-08-14,Present
S1007,Learner 8,7,B,2026-08-17,Present
S1007,Learner 8,7,B,2026-08-18,Present
S1007,Learner 8,7,B,2026-08-19,Present
S1007,Learner 8,7,B,2026-08-20,Present
S1007,Learner 8,7,B,2026-08-21,Present
S1007,Learner 8,7,B,2026-08-24,Present
S1008,Learner 9,8,C,2026-06-26,Present
S1008,Learner 9,8,C,2026-06-29,Present
S1008,Learner 9,8,C,2026-06-30,Present
S1008,Learner 9,8,C,2026-07-01,Present
S1008,Learner 9,8,C,2026-07-02,Present
S1008,Learner 9,8,C,2026-07-03,Present
S1008,Learner 9,8,C,2026-07-06,Present
S1008,Learner 9,8,C,2026-07-07,Present
S1008,Learner 9,8,C,2026-07-08,Present
S1008,Learner 9,8,C,2026-07-09,Unexplained Absence
S1008,Learner 9,8,C,2026-07-10,Present
S1008,Learner 9,8,C,2026-07-13,Present
S1008,Learner 9,8,C,2026-07-14,Present
S1008,Learner 9,8,C,2026-07-15,Present
S1008,Learner 9,8,C,2026-07-16,Present
S1008,Learner 9,8,C,2026-07-17,Present
S1008,Learner 9,8,C,2026-07-20,Present
S1008,Learner 9,8,C,2026-07-21,Present
S1008,Learner 9,8,C,2026-07-22,Present
S1008,Learner 9,8,C,2026-07-23,Present
S1008,Learner 9,8,C,2026-07-24,Present
S1008,Learner 9,8,C,2026-07-27,Present
S1008,Learner 9,8,C,2026-07-28,Present
S1008,Learner 9,8,C,2026-07-29,Present
S1008,Learner 9,8,C,2026-07-30,Present
S1008,Learner 9,8,C,2026-07-31,Present
S1008,Learner 9,8,C,2026-08-03,Present
S1008,Learner 9,8,C,2026-08-04,Present
S1008,Learner 9,8,C,2026-08-05,Present
S1008,Learner 9,8,C,2026-08-06,Present
S1008,Learner 9,8,C,2026-08-07,Present
S1008,Learner 9,8,C,2026-08-10,Present
S1008,Learner 9,8,C,2026-08-11,Absent
S1008,Learner 9,8,C,2026-08-12,Present
S1008,Learner 9,8,C,2026-08-13,Present
S1008,Learner 9,8,C,2026-08-14,Unexplained Absence
S1008,Learner 9,8,C,2026-08-17,Present
S1008,Learner 9,8,C,2026-08-18,Present
S1008,Learner 9,8,C,2026-08-19,Present
S1008,Learner 9,8,C,2026-08-20,Present
S1008,Learner 9,8,C,2026-08-21,Present
S1008,Learner 9,8,C,2026-08-24,Present
S1009,Learner 10,6,A,2026-06-26,Present
S1009,Learner 10,6,A,2026-06-29,Present
S1009,Learner 10,6,A,2026-06-30,Present
S1009,Learner 10,6,A,2026-07-01,Present
S1009,Learner 10,6,A,2026-07-02,Present
S1009,Learner 10,6,A,2026-07-03,Present
S1009,Learner 10,6,A,2026-07-06,Present
S1009,Learner 10,6,A,2026-07-07,Present
S1009,Learner 10,6,A,2026-07-08,Present
S1009,Learner 10,6,A,2026-07-09,Present
S1009,Learner 10,6,A,2026-07-10,Present
S1009,Learner 10,6,A,2026-07-13,Present
S1009,Learner 10,6,A,2026-07-14,Present
S1009,Learner 10,6,A,2026-07-15,Present
S1009,Learner 10,6,A,2026-07-16,Present
S1009,Learner 10,6,A,2026-07-17,Present
S1009,Learner 10,6,A,2026-07-20,Present
S1009,Learner 10,6,A,2026-07-21,Unexplained Absence
S1009,Learner 10,6,A,2026-07-22,Present
S1009,Learner 10,6,A,2026-07-23,Present
S1009,Learner 10,6,A,2026-07-24,Present
S1009,Learner 10,6,A,2026-07-27,Present
S1009,Learner 10,6,A,2026-07-28,Present
S1009,Learner 10,6,A,2026-07-29,Present
S1009,Learner 10,6,A,2026-07-30,Present
S1009,Learner 10,6,A,2026-07-31,Present
S1009,Learner 10,6,A,2026-08-03,Present
S1009,Learner 10,6,A,2026-08-04,Present
S1009,Learner 10,6,A,2026-08-05,Present
S1009,Learner 10,6,A,2026-08-06,Present
S1009,Learner 10,6,A,2026-08-07,Present
S1009,Learner 10,6,A,2026-08-10,Present
S1009,Learner 10,6,A,2026-08-11,Present
S1009,Learner 10,6,A,2026-08-12,Present
S1009,Learner 10,6,A,2026-08-13,Present
S1009,Learner 10,6,A,2026-08-14,Present
S1009,Learner 10,6,A,2026-08-17,Present
S1009,Learner 10,6,A,2026-08-18,Present
S1009,Learner 10,6,A,2026-08-19,Present
S1009,Learner 10,6,A,2026-08-20,Present
S1009,Learner 10,6,A,2026-08-21,Present
S1009,Learner 10,6,A,2026-08-24,Present
S1010,Learner 11,7,B,2026-06-26,Present
S1010,Learner 11,7,B,2026-06-29,Present
S1010,Learner 11,7,B,2026-06-30,Present
S1010,Learner 11,7,B,2026-07-01,Present
S1010,Learner 11,7,B,2026-07-02,Present
S1010,Learner 11,7,B,2026-07-03,Present
S1010,Learner 11,7,B,2026-07-06,Present
S1010,Learner 11,7,B,2026-07-07,Present
S1010,Learner 11,7,B,2026-07-08,Present
S1010,Learner 11,7,B,2026-07-09,Present
S1010,Learner 11,7,B,2026-07-10,Present
S1010,Learner 11,7,B,2026-07-13,Present
S1010,Learner 11,7,B,2026-07-14,Present
S1010,Learner 11,7,B,2026-07-15,Present
S1010,Learner 11,7,B,2026-07-16,Present
S1010,Learner 11,7,B,2026-07-17,Present
S1010,Learner 11,7,B,2026-07-20,Present
S1010,Learner 11,7,B,2026-07-21,Present
S1010,Learner 11,7,B,2026-07-22,Present
S1010,Learner 11,7,B,2026-07-23,Absent
S1010,Learner 11,7,B,2026-07-24,Present
S1010,Learner 11,7,B,2026-07-27,Present
S1010,Learner 11,7,B,2026-07-28,Present
S1010,Learner 11,7,B,2026-07-29,Present
S1010,Learner 11,7,B,2026-07-30,Present
S1010,Learner 11,7,B,2026-07-31,Present
S1010,Learner 11,7,B,2026-08-03,Present
S1010,Learner 11,7,B,2026-08-04,Present
S1010,Learner 11,7,B,2026-08-05,Present
S1010,Learner 11,7,B,2026-08-06,Present
S1010,Learner 11,7,B,2026-08-07,Present
S1010,Learner 11,7,B,2026-08-10,Present
S1010,Learner 11,7,B,2026-08-11,Present
S1010,Learner 11,7,B,2026-08-12,Present
S1010,Learner 11,7,B,2026-08-13,Present
S1010,Learner 11,7,B,2026-08-14,Present
S1010,Learner 11,7,B,2026-08-17,Present
S1010,Learner 11,7,B,2026-08-18,Present
S1010,Learner 11,7,B,2026-08-19,Present
S1010,Learner 11,7,B,2026-08-20,Present
S1010,Learner 11,7,B,2026-08-21,Present
S1010,Learner 11,7,B,2026-08-24,Present
S1011,Learner 12,8,C,2026-06-26,Present
S1011,Learner 12,8,C,2026-06-29,Present
S1011,Learner 12,8,C,2026-06-30,Present
S1011,Learner 12,8,C,2026-07-01,Absent
S1011,Learner 12,8,C,2026-07-02,Present
S1011,Learner 12,8,C,2026-07-03,Present
S1011,Learner 12,8,C,2026-07-06,Present
S1011,Learner 12,8,C,2026-07-07,Absent
S1011,Learner 12,8,C,2026-07-08,Present
S1011,Learner 12,8,C,2026-07-09,Present
S1011,Learner 12,8,C,2026-07-10,Unexplained Absence
S1011,Learner 12,8,C,2026-07-13,Present
S1011,Learner 12,8,C,2026-07-14,Present
S1011,Learner 12,8,C,2026-07-15,Present
S1011,Learner 12,8,C,2026-07-16,Unexplained Absence
S1011,Learner 12,8,C,2026-07-17,Present
S1011,Learner 12,8,C,2026-07-20,Present
S1011,Learner 12,8,C,2026-07-21,Present
S1011,Learner 12,8,C,2026-07-22,Present
S1011,Learner 12,8,C,2026-07-23,Present
S1011,Learner 12,8,C,2026-07-24,Present
S1011,Learner 12,8,C,2026-07-27,Present
S1011,Learner 12,8,C,2026-07-28,Present
S1011,Learner 12,8,C,2026-07-29,Present
S1011,Learner 12,8,C,2026-07-30,Present
S1011,Learner 12,8,C,2026-07-31,Present
S1011,Learner 12,8,C,2026-08-03,Present
S1011,Learner 12,8,C,2026-08-04,Present
S1011,Learner 12,8,C,2026-08-05,Present
S1011,Learner 12,8,C,2026-08-06,Present
S1011,Learner 12,8,C,2026-08-07,Present
S1011,Learner 12,8,C,2026-08-10,Present
S1011,Learner 12,8,C,2026-08-11,Present
S1011,Learner 12,8,C,2026-08-12,Present
S1011,Learner 12,8,C,2026-08-13,Present
S1011,Learner 12,8,C,2026-08-14,Present
S1011,Learner 12,8,C,2026-08-17,Present
S1011,Learner 12,8,C,2026-08-18,Present
S1011,Learner 12,8,C,2026-08-19,Present
S1011,Learner 12,8,C,2026-08-20,Present
S1011,Learner 12,8,C,2026-08-21,Present
S1011,Learner 12,8,C,2026-08-24,Absent
S1012,Learner 13,6,A,2026-06-26,Present
S1012,Learner 13,6,A,2026-06-29,Present
S1012,Learner 13,6,A,2026-06-30,Present
S1012,Learner 13,6,A,2026-07-01,Present
S1012,Learner 13,6,A,2026-07-02,Present
S1012,Learner 13,6,A,2026-07-03,Unexplained Absence
S1012,Learner 13,6,A,2026-07-06,Unexplained Absence
S1012,Learner 13,6,A,2026-07-07,Present
S1012,Learner 13,6,A,2026-07-08,Present
S1012,Learner 13,6,A,2026-07-09,Present
S1012,Learner 13,6,A,2026-07-10,Present
S1012,Learner 13,6,A,2026-07-13,Absent
S1012,Learner 13,6,A,2026-07-14,Absent
S1012,Learner 13,6,A,2026-07-15,Absent
S1012,Learner 13,6,A,2026-07-16,Present
S1012,Learner 13,6,A,2026-07-17,Unexplained Absence
S1012,Learner 13,6,A,2026-07-20,Absent
S1012,Learner 13,6,A,2026-07-21,Absent
S1012,Learner 13,6,A,2026-07-22,Present
S1012,Learner 13,6,A,2026-07-23,Present
S1012,Learner 13,6,A,2026-07-24,Unexplained Absence
S1012,Learner 13,6,A,2026-07-27,Present
S1012,Learner 13,6,A,2026-07-28,Present
S1012,Learner 13,6,A,2026-07-29,Present
S1012,Learner 13,6,A,2026-07-30,Absent
S1012,Learner 13,6,A,2026-07-31,Present
S1012,Learner 13,6,A,2026-08-03,Unexplained Absence
S1012,Learner 13,6,A,2026-08-04,Present
S1012,Learner 13,6,A,2026-08-05,Present
S1012,Learner 13,6,A,2026-08-06,Present
S1012,Learner 13,6,A,2026-08-07,Present
S1012,Learner 13,6,A,2026-08-10,Present
S1012,Learner 13,6,A,2026-08-11,Absent
S1012,Learner 13,6,A,2026-08-12,Present
S1012,Learner 13,6,A,2026-08-13,Absent
S1012,Learner 13,6,A,2026-08-14,Absent
S1012,Learner 13,6,A,2026-08-17,Unexplained Absence
S1012,Learner 13,6,A,2026-08-18,Unexplained Absence
S1012,Learner 13,6,A,2026-08-19,Unexplained Absence
S1012,Learner 13,6,A,2026-08-20,Unexplained Absence
S1012,Learner 13,6,A,2026-08-21,Unexplained Absence
S1012,Learner 13,6,A,2026-08-24,Unexplained Absence
S1013,Learner 14,7,B,2026-06-26,Present
S1013,Learner 14,7,B,2026-06-29,Present
S1013,Learner 14,7,B,2026-06-30,Absent
S1013,Learner 14,7,B,2026-07-01,Present
S1013,Learner 14,7,B,2026-07-02,Present
S1013,Learner 14,7,B,2026-07-03,Present
S1013,Learner 14,7,B,2026-07-06,Present
S1013,Learner 14,7,B,2026-07-07,Present
S1013,Learner 14,7,B,2026-07-08,Present
S1013,Learner 14,7,B,2026-07-09,Present
S1013,Learner 14,7,B,2026-07-10,Unexplained Absence
S1013,Learner 14,7,B,2026-07-13,Present
S1013,Learner 14,7,B,2026-07-14,Present
S1013,Learner 14,7,B,2026-07-15,Unexplained Absence
S1013,Learner 14,7,B,2026-07-16,Present
S1013,Learner 14,7,B,2026-07-17,Present
S1013,Learner 14,7,B,2026-07-20,Present
S1013,Learner 14,7,B,2026-07-21,Present
S1013,Learner 14,7,B,2026-07-22,Absent
S1013,Learner 14,7,B,2026-07-23,Unexplained Absence
S1013,Learner 14,7,B,2026-07-24,Present
S1013,Learner 14,7,B,2026-07-27,Absent
S1013,Learner 14,7,B,2026-07-28,Present
S1013,Learner 14,7,B,2026-07-29,Present
